# pgid, year, single, chart, peak
"09fexqtgld0e","1983"," Radio Free Europe","Mainstream Rock","25"
"09fexqtgld0e","1983"," Radio Free Europe","Pop Singles","78"
"09fexqtgld0e","1984"," South Central Rain (I m Sorry)","The Billboard Hot 100","85"
"09fexqtgld0e","1985"," Can't Get There from Here","Mainstream Rock Tracks","14"
"09fexqtgld0e","1985"," Driver 8","Mainstream Rock Tracks","22"
"09fexqtgld0e","1986"," Fall on Me","Mainstream Rock Tracks","5"
"09fexqtgld0e","1986"," Fall on Me","The Billboard Hot 100","94"
"09fexqtgld0e","1986"," Superman","Mainstream Rock Tracks","17"
"09fexqtgld0e","1987"," Ages of You","Mainstream Rock Tracks","39"
"09fexqtgld0e","1987"," It's the End of the World as We Know It (And I Feel Fine)","Mainstream Rock Tracks","16"
"09fexqtgld0e","1987"," It's the End of the World as We Know It (And I Feel Fine)","Mainstream Rock Tracks","16"
"09fexqtgld0e","1987"," It's the End of the World as We Know It (And I Feel Fine)","Mainstream Rock Tracks","16"
"09fexqtgld0e","1987","The One I Love","Mainstream Rock Tracks","2"
"09fexqtgld0e","1987","The One I Love","The Billboard Hot 100","9"
"09fexqtgld0e","1987","The One I Love","The Billboard Hot 100","9"
"09fexqtgld0e","1988"," Finest Worksong","Mainstream Rock Tracks","28"
"09fexqtgld0e","1988"," It's the End of the World as We Know It (And I Feel Fine)","The Billboard Hot 100","69"
"09fexqtgld0e","1988"," It's the End of the World as We Know It (And I Feel Fine)","The Billboard Hot 100","69"
"09fexqtgld0e","1988"," Orange Crush","Mainstream Rock Tracks","1"
"09fexqtgld0e","1988"," Orange Crush","Mainstream Rock Tracks","1"
"09fexqtgld0e","1988"," Orange Crush","Modern Rock Tracks","1"
"09fexqtgld0e","1988"," Orange Crush","Modern Rock Tracks","1"
"09fexqtgld0e","1988"," Pop Song 89","Modern Rock Tracks","16"
"09fexqtgld0e","1988"," Pop Song 89","Modern Rock Tracks","16"
"09fexqtgld0e","1988"," Stand","Mainstream Rock Tracks","1"
"09fexqtgld0e","1988"," Stand","Mainstream Rock Tracks","1"
"09fexqtgld0e","1988"," Stand","Modern Rock Tracks","1"
"09fexqtgld0e","1988"," Stand","Modern Rock Tracks","1"
"09fexqtgld0e","1989"," Pop Song 89","Mainstream Rock Tracks","14"
"09fexqtgld0e","1989"," Pop Song 89","The Billboard Hot 100","86"
"09fexqtgld0e","1989"," Stand","The Billboard Hot 100","6"
"09fexqtgld0e","1989"," Turn You Inside-Out","Mainstream Rock Tracks","7"
"09fexqtgld0e","1989"," Turn You Inside-Out","Modern Rock Tracks","10"
"09fexqtgld0e","1991"," Losing My Religion","Adult Contemporary","28"
"09fexqtgld0e","1991"," Losing My Religion","Mainstream Rock Tracks","1"
"09fexqtgld0e","1991"," Losing My Religion","Modern Rock Tracks","1"
"09fexqtgld0e","1991"," Losing My Religion","The Billboard Hot 100","4"
"09fexqtgld0e","1991"," Shiny Happy People","Mainstream Rock Tracks","8"
"09fexqtgld0e","1991"," Shiny Happy People","Modern Rock Tracks","3"
"09fexqtgld0e","1991"," Shiny Happy People","The Billboard Hot 100","10"
"09fexqtgld0e","1991"," Texarkana","Mainstream Rock Tracks","7"
"09fexqtgld0e","1991"," Texarkana","Modern Rock Tracks","4"
"09fexqtgld0e","1992"," Drive","Mainstream Rock Tracks","2"
"09fexqtgld0e","1992"," Drive","Mainstream Rock Tracks","2"
"09fexqtgld0e","1992"," Drive","Modern Rock Tracks","1"
"09fexqtgld0e","1992"," Drive","The Billboard Hot 100","28"
"09fexqtgld0e","1992"," Drive","The Billboard Hot 100","28"
"09fexqtgld0e","1992"," Drive","Top 40 Mainstream","23"
"09fexqtgld0e","1992"," Drive","Top 40 Mainstream","23"
"09fexqtgld0e","1992"," First We Take Manhattan","Modern Rock Tracks","11"
"09fexqtgld0e","1992"," Ignoreland","Mainstream Rock Tracks","4"
"09fexqtgld0e","1992"," Ignoreland","Mainstream Rock Tracks","4"
"09fexqtgld0e","1992"," Ignoreland","Modern Rock Tracks","5"
"09fexqtgld0e","1992"," Ignoreland","Modern Rock Tracks","5"
"09fexqtgld0e","1993"," Everybody Hurts","Modern Rock Tracks","21"
"09fexqtgld0e","1993"," Everybody Hurts","The Billboard Hot 100","29"
"09fexqtgld0e","1993"," Everybody Hurts","The Billboard Hot 100","29"
"09fexqtgld0e","1993"," Everybody Hurts","Top 40 Mainstream","13"
"09fexqtgld0e","1993"," Man on the Moon","Mainstream Rock Tracks","4"
"09fexqtgld0e","1993"," Man on the Moon","Modern Rock Tracks","2"
"09fexqtgld0e","1993"," Man on the Moon","The Billboard Hot 100","30"
"09fexqtgld0e","1993"," Man on the Moon","Top 40 Mainstream","9"
"09fexqtgld0e","1993"," Photograph","Modern Rock Tracks","9"
"09fexqtgld0e","1993"," Photograph","Modern Rock Tracks","9"
"09fexqtgld0e","1993","The Sidewinder Sleeps Tonite","Mainstream Rock Tracks","28"
"09fexqtgld0e","1993","The Sidewinder Sleeps Tonite","Modern Rock Tracks","24"
"09fexqtgld0e","1994"," Bang and Blame","Mainstream Rock Tracks","3"
"09fexqtgld0e","1994"," Bang and Blame","Mainstream Rock Tracks","3"
"09fexqtgld0e","1994"," Bang and Blame","Modern Rock Tracks","1"
"09fexqtgld0e","1994"," Bang and Blame","Modern Rock Tracks","1"
"09fexqtgld0e","1994"," What's the Frequency, Kenneth?","Hot Dance Music/Maxi-Singles Sales","24"
"09fexqtgld0e","1994"," What's the Frequency, Kenneth?","Mainstream Rock Tracks","2"
"09fexqtgld0e","1994"," What's the Frequency, Kenneth?","Modern Rock Tracks","1"
"09fexqtgld0e","1994"," What's the Frequency, Kenneth?","The Billboard Hot 100","21"
"09fexqtgld0e","1994"," What's the Frequency, Kenneth?","Top 40 Mainstream","10"
"09fexqtgld0e","1995"," Bang and Blame","The Billboard Hot 100","19"
"09fexqtgld0e","1995"," Bang and Blame","Top 40 Mainstream","13"
"09fexqtgld0e","1995"," Crush With Eyeliner","Mainstream Rock Tracks","20"
"09fexqtgld0e","1995"," Crush With Eyeliner","Modern Rock Tracks","33"
"09fexqtgld0e","1995"," Star 69","Mainstream Rock Tracks","15"
"09fexqtgld0e","1995"," Star 69","Modern Rock Tracks","8"
"09fexqtgld0e","1995"," Strange Currencies","Mainstream Rock Tracks","8"
"09fexqtgld0e","1995"," Strange Currencies","Modern Rock Tracks","14"
"09fexqtgld0e","1995"," Strange Currencies","The Billboard Hot 100","47"
"09fexqtgld0e","1995"," Strange Currencies","Top 40 Mainstream","30"
"09fexqtgld0e","1995"," What's the Frequency, Kenneth?","Mainstream Rock Tracks","2"
"09fexqtgld0e","1995"," What's the Frequency, Kenneth?","Modern Rock Tracks","1"
"09fexqtgld0e","1995"," What's the Frequency, Kenneth?","The Billboard Hot 100","21"
"09fexqtgld0e","1995"," What's the Frequency, Kenneth?","Top 40 Mainstream","10"
"09fexqtgld0e","1996"," Bittersweet Me","Mainstream Rock Tracks","7"
"09fexqtgld0e","1996"," Bittersweet Me","Mainstream Rock Tracks","7"
"09fexqtgld0e","1996"," Bittersweet Me","Modern Rock Tracks","6"
"09fexqtgld0e","1996"," Bittersweet Me","Modern Rock Tracks","6"
"09fexqtgld0e","1996"," Bittersweet Me","The Billboard Hot 100","46"
"09fexqtgld0e","1996"," Bittersweet Me","The Billboard Hot 100","46"
"09fexqtgld0e","1996"," Bittersweet Me","Top 40 Mainstream","28"
"09fexqtgld0e","1996"," E-Bow the Letter","Hot Dance Music/Maxi-Singles Sales","39"
"09fexqtgld0e","1996"," E-Bow the Letter","Mainstream Rock Tracks","15"
"09fexqtgld0e","1996"," E-Bow the Letter","Modern Rock Tracks","2"
"09fexqtgld0e","1996"," E-Bow the Letter","The Billboard Hot 100","49"
"09fexqtgld0e","1997"," Electrolite","The Billboard Hot 100","96"
"09fexqtgld0e","1997","The Wake-Up Bomb","Mainstream Rock Tracks","30"
"09fexqtgld0e","1998"," Daysleeper","Adult Top 40","33"
"09fexqtgld0e","1998"," Daysleeper","Mainstream Rock Tracks","30"
"09fexqtgld0e","1998"," Daysleeper","Modern Rock Tracks","18"
"09fexqtgld0e","1998"," Daysleeper","The Billboard Hot 100","57"
"09fexqtgld0e","1999"," Lotus","Mainstream Rock Tracks","31"
"09fexqtgld0e","1999"," Lotus","Modern Rock Tracks","31"
"09fexqtgld0e","1999","The Great Beyond","Adult Top 40","13"
"09fexqtgld0e","1999","The Great Beyond","Adult Top 40","13"
"09fexqtgld0e","1999","The Great Beyond","Mainstream Rock Tracks","33"
"09fexqtgld0e","1999","The Great Beyond","Mainstream Rock Tracks","33"
"09fexqtgld0e","1999","The Great Beyond","Modern Rock Tracks","11"
"09fexqtgld0e","1999","The Great Beyond","Modern Rock Tracks","11"
"09fexqtgld0e","1999","The Great Beyond","The Billboard Hot 100","57"
"09fexqtgld0e","1999","The Great Beyond","The Billboard Hot 100","57"
"09fexqtgld0e","2001"," Imitation of Life","Adult Top 40","15"
"09fexqtgld0e","2001"," Imitation of Life","Canadian Singles Chart","5"
"09fexqtgld0e","2001"," Imitation of Life","Modern Rock Tracks","22"
"09fexqtgld0e","2001"," Imitation of Life","The Billboard Hot 100","83"
"09fexqtgld0e","2003"," Bad Day","Canadian Singles Chart","17"
"09fexqtgld0e","2005"," Wanderlust","European Hot 100 Singles","0"
"09fexqtgld0e","2007"," #9 Dream","Pop 100","85"
"09fexqtgld0e","2008"," Supernatural Supererious","European Hot 100 Singles","0"
"09fexqtgld0e","2008"," Supernatural Superserious","European Hot 100 Singles","0"
"09fexqtgld0e","2008"," Supernatural Superserious","Hot Canadian Digital Singles","48"
"09fexqtgld0e","2008"," Supernatural Superserious","Hot Mainstream Rock Tracks","36"
"09fexqtgld0e","2008"," Supernatural Superserious","Hot Modern Rock Tracks","21"
"09foxqe5ldse","1993"," Push Th' Little Daisies","Modern Rock Tracks","21"
"09foxqe5ldse","1994"," Voodoo Lady","Modern Rock Tracks","32"
"09foxqy5ldke","1959"," Come On And Get Me","Pop Singles","29"
"09foxqy5ldke","1959"," Got The Feeling","Pop Singles","54"
"09foxqy5ldke","1959"," Hound Dog Man","Pop Singles","9"
"09foxqy5ldke","1959"," I'm A Man","Pop Singles","31"
"09foxqy5ldke","1959"," This Friendly World","Pop Singles","12"
"09foxqy5ldke","1959"," Tiger","Black Singles","15"
"09foxqy5ldke","1959"," Tiger","Pop Singles","3"
"09foxqy5ldke","1959"," Turn Me Loose","Pop Singles","9"
"09foxqy5ldke","1960"," About This Thing Called Love","Pop Singles","31"
"09foxqy5ldke","1960"," Kissin' And Twistin'","Pop Singles","91"
"09foxqy5ldke","1960"," String Along","Pop Singles","39"
"09fqxqe5ldde","1993"," Thunder Kiss '65","Mainstream Rock Tracks","26"
"09fqxqe5ldde","1994"," Black Sunshine","Mainstream Rock Tracks","39"
"09fqxqe5ldde","1995"," Electric Head: The Ecstasy (Pt. 2)","Mainstream Rock Tracks","27"
"09fqxqe5ldde","1995"," More Human Than Human","Mainstream Rock Tracks","10"
"09fqxqe5ldde","1995"," More Human Than Human","Modern Rock Tracks","7"
"09fqxqe5ldde","1996"," Super-Charger Heaven","Mainstream Rock Tracks","39"
"09ftxqw5ldke","1965"," It's Not Unusual","Adult Contemporary","3"
"09ftxqw5ldke","1965"," It's Not Unusual","Black Singles","26"
"09ftxqw5ldke","1965"," It's Not Unusual","Pop Singles","10"
"09ftxqw5ldke","1965"," What's New Pussycat?","Pop Singles","3"
"09ftxqw5ldke","1965"," With These Hands","Adult Contemporary","3"
"09ftxqw5ldke","1965"," With These Hands","Pop Singles","27"
"09ftxqw5ldke","1966"," Not Responsible","Pop Singles","58"
"09ftxqw5ldke","1966"," Promise Her Anything","Pop Singles","74"
"09ftxqw5ldke","1966"," Thunderball","Adult Contemporary","5"
"09ftxqw5ldke","1966"," Thunderball","Pop Singles","25"
"09ftxqw5ldke","1967"," Detroit City","Pop Singles","27"
"09ftxqw5ldke","1967"," Green, Green Grass Of Home","Pop Singles","11"
"09ftxqw5ldke","1967"," I'll Never Fall in Love Again","Adult Contemporary","28"
"09ftxqw5ldke","1967"," I'll Never Fall In Love Again","Pop Singles","49"
"09ftxqw5ldke","1967"," Sixteen Tons","Pop Singles","68"
"09ftxqw5ldke","1968"," Delilah","Pop Singles","15"
"09ftxqw5ldke","1968"," Help Yourself","Adult Contemporary","3"
"09ftxqw5ldke","1968"," Help Yourself","Pop Singles","35"
"09ftxqw5ldke","1968"," I'm Coming Home","Pop Singles","57"
"09ftxqw5ldke","1969"," I'll Never Fall in Love Again","Adult Contemporary","1"
"09ftxqw5ldke","1969"," I'll Never Fall In Love Again","Pop Singles","6"
"09ftxqw5ldke","1969"," Love Me Tonight","Adult Contemporary","2"
"09ftxqw5ldke","1969"," Love Me Tonight","Pop Singles","13"
"09ftxqw5ldke","1969"," Minute of Your Time","Adult Contemporary","4"
"09ftxqw5ldke","1969","A Minute of Your Time","Pop Singles","48"
"09ftxqw5ldke","1970"," Can't Stop Loving You","Adult Contemporary","3"
"09ftxqw5ldke","1970"," Can't Stop Loving You","Pop Singles","25"
"09ftxqw5ldke","1970"," Daughter of Darkness","Adult Contemporary","1"
"09ftxqw5ldke","1970"," Daughter Of Darkness","Pop Singles","13"
"09ftxqw5ldke","1970"," I (Who Have Nothing)","Adult Contemporary","2"
"09ftxqw5ldke","1970"," I (Who Have Nothing)","Pop Singles","14"
"09ftxqw5ldke","1970"," Without Love (There Is Nothing)","Adult Contemporary","1"
"09ftxqw5ldke","1970"," Without Love (There Is Nothing)","Black Singles","41"
"09ftxqw5ldke","1970"," Without Love (There Is Nothing)","Pop Singles","5"
"09ftxqw5ldke","1971"," Puppet Man","Pop Singles","26"
"09ftxqw5ldke","1971"," Resurrection Shuffle","Pop Singles","38"
"09ftxqw5ldke","1971"," She's a Lady","Adult Contemporary","4"
"09ftxqw5ldke","1971"," She's A Lady","Black Singles","42"
"09ftxqw5ldke","1971"," She's A Lady","Pop Singles","2"
"09ftxqw5ldke","1971"," Till","Adult Contemporary","4"
"09ftxqw5ldke","1971"," Till","Pop Singles","41"
"09ftxqw5ldke","1972","The Young New Mexican Puppeteer","Pop Singles","80"
"09ftxqw5ldke","1973"," Letter To Lucille","Pop Singles","60"
"09ftxqw5ldke","1977"," Say You'll Stay Until Tomorrow","Adult Contemporary","3"
"09ftxqw5ldke","1977"," Say You'll Stay Until Tomorrow","Country Singles","1"
"09ftxqw5ldke","1977"," Say You'll Stay Until Tomorrow","Pop Singles","15"
"09ftxqw5ldke","1981"," Darlin'","Country Singles","19"
"09ftxqw5ldke","1981"," What In The World's Come Over You","Country Singles","25"
"09ftxqw5ldke","1982"," Lady Lay Down","Country Singles","26"
"09ftxqw5ldke","1982","A Woman's Touch","Country Singles","16"
"09ftxqw5ldke","1983"," I've Been Rained On Too","Hot Country Singles & Tracks","13"
"09ftxqw5ldke","1983"," It'll Be Me","Country Singles","34"
"09ftxqw5ldke","1984"," All the Love Is on the Radio","Hot Country Singles & Tracks","53"
"09ftxqw5ldke","1984"," I'm an Old Rock & Roller (Dancin' to a Different Beat)","Hot Country Singles & Tracks","67"
"09ftxqw5ldke","1984"," This Time","Hot Country Singles & Tracks","30"
"09ftxqw5ldke","1985"," Give Her All the Roses (Don't Wait Until Tomorrow)","Hot Country Singles & Tracks","48"
"09ftxqw5ldke","1985"," It's Four in the Morning","Hot Country Singles & Tracks","36"
"09ftxqw5ldke","1994"," If I Only Knew","Hot Dance Music/Club Play","4"
"09ftxqw5ldke","1995"," Situation","Hot Dance Music/Club Play","23"
"09ftxqw5ldke","2004"," Sexbomb","Hot Dance Music/Club Play","11"
"0ifexqe5ldae","1967"," Society's Child (Baby I've Been Thinking)","Pop Singles","14"
"0ifexqe5ldae","1975"," At Seventeen","Adult Contemporary","1"
"0ifexqe5ldae","1975"," At Seventeen","Pop Singles","3"
"0ifexqe5ldae","1980"," Fly Too High","Club Play Singles","30"
"0ifexqe5ldae","1981"," Under The Covers","Pop Singles","71"
"0ifexqe5ldke","1980"," Damaged Goods/I Found That Essence Rare","Club Play Singles","39"
"0ifexqe5ldke","1981"," To Hell With Poverty","Club Play Singles","38"
"0ifexqe5ldke","1981"," What We All Want","Club Play Singles","30"
"0ifexqe5ldke","1982"," I Love A Man In A Uniform","Club Play Singles","27"
"0ifexqe5ldke","1983"," Is It Love","Club Play Singles","8"
"0ifexqe5ldke","1991"," Don't Fix What Ain't Broke","Modern Rock Tracks","14"
"0ifexqr5ldae","1989"," I Wanna Be Adored","Modern Rock Tracks","18"
"0ifexqr5ldae","1989"," She Bangs the Drums","Modern Rock Tracks","9"
"0ifexqr5ldae","1990"," Fools Gold","Hot Dance Music/Club Play","27"
"0ifexqr5ldae","1990"," Fools Gold","Modern Rock Tracks","5"
"0ifexqr5ldae","1990"," One Love","Modern Rock Tracks","9"
"0ifexqr5ldae","1994"," Love Spreads","Modern Rock Tracks","2"
"0ifexqr5ldae","1995"," Love Spreads","Mainstream Rock Tracks","4"
"0ifexqr5ldhe","1981"," Stop Draggin' My Heart Around","Mainstream Rock","2"
"0ifexqr5ldhe","1983"," I Will Run To You","Mainstream Rock","35"
"0ifexqr5ldhe","1985"," Don't Come Around Here No More","Mainstream Rock Tracks","2"
"0ifexqr5ldhe","1985"," Don't Come Around Here No More","The Billboard Hot 100","13"
"0ifexqr5ldhe","1985"," Make It Better (Forget About Me)","Mainstream Rock Tracks","12"
"0ifexqr5ldhe","1985"," Make It Better (Forget About Me)","The Billboard Hot 100","54"
"0ifexqr5ldhe","1985"," Needles and Pins","Mainstream Rock Tracks","17"
"0ifexqr5ldhe","1985"," Rebels","Mainstream Rock Tracks","5"
"0ifexqr5ldhe","1985"," Rebels","The Billboard Hot 100","74"
"0ifexqr5ldhe","1985"," So You Want to Be a Rock & Roll Star","Mainstream Rock Tracks","9"
"0ifexqr5ldhe","1986"," Needles and Pins","The Billboard Hot 100","37"
"0ifexqr5ldhe","1987"," All Mixed Up","Mainstream Rock Tracks","19"
"0ifexqr5ldhe","1987"," Jammin' Me","Mainstream Rock Tracks","1"
"0ifexqr5ldhe","1987"," Jammin' Me","The Billboard Hot 100","18"
"0ifexqr5ldhe","1987"," Runaway Trains","Mainstream Rock Tracks","6"
"0ifexqr5ldhe","1987"," Think About Me","Mainstream Rock Tracks","36"
"0ifexqr5ldhe","1989"," Free Fallin'","Adult Contemporary","17"
"0ifexqr5ldhe","1989"," Free Fallin'","Mainstream Rock Tracks","1"
"0ifexqr5ldhe","1989"," Free Fallin'","The Billboard Hot 100","7"
"0ifexqr5ldhe","1989"," I Won't Back Down","Mainstream Rock Tracks","1"
"0ifexqr5ldhe","1989"," I Won't Back Down","Modern Rock Tracks","29"
"0ifexqr5ldhe","1989"," I Won't Back Down","The Billboard Hot 100","12"
"0ifexqr5ldhe","1989"," I'll Feel a Whole Lot Better","Mainstream Rock Tracks","18"
"0ifexqr5ldhe","1989"," Love Is a Long Road","Mainstream Rock Tracks","7"
"0ifexqr5ldhe","1989"," Runnin' Down a Dream","Mainstream Rock Tracks","1"
"0ifexqr5ldhe","1989"," Runnin' Down a Dream","The Billboard Hot 100","23"
"0ifexqr5ldhe","1990"," Yer So Bad","Mainstream Rock Tracks","5"
"0ifexqr5ldhe","1990","A Face in the Crowd","Mainstream Rock Tracks","5"
"0ifexqr5ldhe","1990","A Face in the Crowd","The Billboard Hot 100","46"
"0ifexqr5ldhe","1991"," Into the Great Wide Open","Mainstream Rock Tracks","4"
"0ifexqr5ldhe","1991"," Into the Great Wide Open","The Billboard Hot 100","92"
"0ifexqr5ldhe","1991"," King's Highway","Mainstream Rock Tracks","4"
"0ifexqr5ldhe","1991"," Learning to Fly","Mainstream Rock Tracks","1"
"0ifexqr5ldhe","1991"," Learning to Fly","The Billboard Hot 100","28"
"0ifexqr5ldhe","1991"," Out in the Cold","Mainstream Rock Tracks","1"
"0ifexqr5ldhe","1992"," Makin' Some Noise","Mainstream Rock Tracks","30"
"0ifexqr5ldhe","1993"," Mary Jane's Last Dance","Mainstream Rock Tracks","1"
"0ifexqr5ldhe","1993"," Mary Jane's Last Dance","Mainstream Rock Tracks","2"
"0ifexqr5ldhe","1993"," Mary Jane's Last Dance","The Billboard Hot 100","86"
"0ifexqr5ldhe","1994"," Mary Jane's Last Dance","The Billboard Hot 100","14"
"0ifexqr5ldhe","1994"," Mary Jane's Last Dance","Top 40 Mainstream","5"
"0ifexqr5ldhe","1994"," Something in the Air","Mainstream Rock Tracks","19"
"0ifexqr5ldhe","1994"," You Don't Know How It Feels","Mainstream Rock Tracks","1"
"0ifexqr5ldhe","1994"," You Don't Know How It Feels","The Billboard Hot 100","24"
"0ifexqr5ldhe","1994"," You Don't Know How It Feels","Top 40 Mainstream","18"
"0ifexqr5ldhe","1994"," You Wreck Me","Mainstream Rock Tracks","2"
"0ifexqr5ldhe","1995"," Cabin Down Below","Mainstream Rock Tracks","29"
"0ifexqr5ldhe","1995"," It's Good to Be King","Mainstream Rock Tracks","6"
"0ifexqr5ldhe","1995"," It's Good to Be King","The Billboard Hot 100","68"
"0ifexqr5ldhe","1995"," It's Good to Be King","Top 40 Mainstream","36"
"0ifexqr5ldhe","1995"," Waiting for Tonight","Mainstream Rock Tracks","6"
"0ifexqr5ldhe","1995"," You Don't Know How It Feels","Adult Contemporary","22"
"0ifexqr5ldhe","1995"," You Don't Know How It Feels","Mainstream Rock Tracks","2"
"0ifexqr5ldhe","1995"," You Don't Know How It Feels","The Billboard Hot 100","13"
"0ifexqr5ldhe","1995"," You Don't Know How It Feels","Top 40 Mainstream","8"
"0ifexqr5ldhe","1995","A Higher Place","Mainstream Rock Tracks","12"
"0ifexqr5ldhe","1996"," Climb That Hill","Mainstream Rock Tracks","6"
"0ifexqr5ldhe","1996"," Waiting For Tonight","Top 40 Mainstream","38"
"0ifexqr5ldhe","1996"," Walls (Circus)","Adult Top 40","25"
"0ifexqr5ldhe","1996"," Walls (Circus)","Mainstream Rock Tracks","6"
"0ifexqr5ldhe","1996"," Walls (Circus)","The Billboard Hot 100","69"
"0ifexqr5ldhe","1996"," Walls (Circus)","Top 40 Mainstream","32"
"0ifexqr5ldhe","1997"," Change the Locks","Mainstream Rock Tracks","20"
"0ifexqr5ldhe","1999"," Free Girl Now","Mainstream Rock Tracks","5"
"0ifexqr5ldhe","1999"," Room at the Top","Mainstream Rock Tracks","19"
"0ifexqr5ldhe","1999"," Swingin'","Mainstream Rock Tracks","17"
"0ifexqr5ldhe","2002","The Last DJ","Mainstream Rock Tracks","22"
"0ifexqr5ldhe","2006"," Saving Grace","Hot Mainstream Rock Tracks","26"
"0ifexqr5ldhe","2006"," Saving Grace","Pop 100","85"
"0ifexqr5ldhe","2006"," Saving Grace","The Billboard Hot 100","100"
"0ifexqr5ldhe","2008"," American Girl","Hot Digital Songs","51"
"0ifexqr5ldhe","2008"," Free Fallin'","Hot Canadian Digital Singles","19"
"0ifexqr5ldhe","2008"," Free Fallin'","Hot Digital Songs","10"
"0ifexqr5ldhe","2008"," I Won't Back Down","Hot Canadian Digital Singles","34"
"0ifexqr5ldhe","2008"," I Won't Back Down","Hot Digital Songs","39"
"0ifexqr5ldhe","2008"," Runnin' Down A Dream","Hot Canadian Digital Singles","74"
"0ifexqw5ldte","1988"," My Bag","Modern Rock Tracks","13"
"0ifexqw5ldte","1989"," My Bag","Hot Dance Music/Club Play","48"
"0ifexqw5ldte","1990"," Downtown","Modern Rock Tracks","5"
"0ifexqw5ldte","1991"," She's a Girl and I'm a Man","Modern Rock Tracks","7"
"0ifexqw5ldte","1991"," Tell Your Sister","Modern Rock Tracks","6"
"0ifixqe5ldke","1963"," It's My Party","Black Singles","1"
"0ifixqe5ldke","1963"," It's My Party","Pop Singles","1"
"0ifixqe5ldke","1963"," Judy's Turn To Cry","Black Singles","10"
"0ifixqe5ldke","1963"," Judy's Turn To Cry","Pop Singles","5"
"0ifixqe5ldke","1963"," She's A Fool","Black Singles","26"
"0ifixqe5ldke","1963"," She's A Fool","Pop Singles","5"
"0ifixqe5ldke","1964"," Hey Now","Pop Singles","76"
"0ifixqe5ldke","1964"," I Don't Wanna Be A Loser","Pop Singles","37"
"0ifixqe5ldke","1964"," Maybe I Know","Pop Singles","14"
"0ifixqe5ldke","1964"," Sometimes I Wish I Were A Boy","Pop Singles","86"
"0ifixqe5ldke","1964"," That's The Way Boys Are","Pop Singles","12"
"0ifixqe5ldke","1964"," You Don't Own Me","Pop Singles","2"
"0ifixqe5ldke","1965"," All of My Life","Pop Singles","71"
"0ifixqe5ldke","1965"," I Won't Love You Anymore (Sorry)","Pop Singles","80"
"0ifixqe5ldke","1965"," Look Of Love","Pop Singles","27"
"0ifixqe5ldke","1965"," My Town, My Guy And Me","Pop Singles","32"
"0ifixqe5ldke","1965"," Sunshine, Lollipops And Rainbows","Pop Singles","13"
"0ifixqe5ldke","1966"," We Know We're In Love","Pop Singles","76"
"0ifixqe5ldke","1966"," Young Love","Pop Singles","50"
"0ifixqe5ldke","1967"," Brink Of Disaster","Pop Singles","82"
"0ifixqe5ldke","1967"," California Nights","Pop Singles","16"
"0ifixqe5ldke","1967"," Summer And Sandy","Pop Singles","65"
"0ifixqr5ldae","1971"," Hot Love","Pop Singles","72"
"0ifixqr5ldae","1971"," Ride A White Swan","Pop Singles","76"
"0ifixqr5ldae","1972"," Bang A Gong (Get It On)","Pop Singles","10"
"0ifixqr5ldae","1972"," Telegram Sam","Pop Singles","67"
"0ifixqr5ldhe","1967"," Homburg","Pop Singles","34"
"0ifixqr5ldhe","1967","A Whiter Shade of Pale","Black Singles","22"
"0ifixqr5ldhe","1967","A Whiter Shade of Pale","Pop Singles","5"
"0ifixqr5ldhe","1972"," Conquistador","Pop Singles","16"
"0ifixqr5ldhe","1991"," All Our Dreams Are Sold","Mainstream Rock Tracks","29"
"0ifixqw5ldfe","1963"," He's So Fine","Black Singles","1"
"0ifixqw5ldfe","1963"," He's So Fine","Pop Singles","1"
"0ifixqw5ldfe","1963"," One Fine Day","Black Singles","6"
"0ifixqw5ldfe","1963"," One Fine Day","Pop Singles","5"
"0ifixqw5ldfe","1963"," When The Boy's Happy (The Girl's Happy Too)","Pop Singles","95"
"0ifixqw5ldfe","1963","A Love So Fine","Black Singles","40"
"0ifixqw5ldfe","1963","A Love So Fine","Pop Singles","40"
"0ifixqw5ldfe","1964"," I Have A Boyfriend","Black Singles","36"
"0ifixqw5ldfe","1964"," I Have A Boyfriend","Pop Singles","36"
"0ifixqw5ldfe","1964"," Sailor Boy","Black Singles","81"
"0ifixqw5ldfe","1964"," Sailor Boy","Pop Singles","81"
"0ifixqw5ldfe","1965"," Nobody Knows What's Goin' On (In My Mind But Me)","Pop Singles","49"
"0ifixqw5ldfe","1966"," Out Of This World","Pop Singles","67"
"0ifixqw5ldfe","1966"," Stop, Look And Listen","Pop Singles","85"
"0ifixqw5ldfe","1966"," Sweet Talkin' Guy","Pop Singles","10"
"0ifoxqe5ldke","1970"," Uncle John's Band","Pop Singles","69"
"0ifoxqe5ldke","1971"," Truckin'","Pop Singles","64"
"0ifoxqe5ldke","1973"," Sugar Magnolia","Pop Singles","91"
"0ifoxqe5ldke","1975","The Music Never Stopped","Pop Singles","81"
"0ifoxqe5ldke","1980"," Alabama Getaway","Pop Singles","68"
"0ifoxqe5ldke","1981"," Dire Wolf","Mainstream Rock","37"
"0ifoxqe5ldke","1981"," Ripple","Mainstream Rock","50"
"0ifoxqe5ldke","1987"," Hell in a Bucket","Mainstream Rock Tracks","3"
"0ifoxqe5ldke","1987"," Throwing Stones","Mainstream Rock Tracks","15"
"0ifoxqe5ldke","1987"," Touch of Grey","Adult Contemporary","15"
"0ifoxqe5ldke","1987"," Touch of Grey","Mainstream Rock Tracks","1"
