# pgid, year, single, chart, peak
"giftxqe5ldde","1958"," High School Confidential","Pop Singles","21"
"giftxqe5ldde","1958"," I'll Make It All Up To You","Country Singles","19"
"giftxqe5ldde","1958"," I'll Make It All Up To You","Pop Singles","85"
"giftxqe5ldde","1958"," You Win Again","Black Singles","3"
"giftxqe5ldde","1958"," You Win Again","Country Singles","4"
"giftxqe5ldde","1958"," You Win Again","Pop Singles","95"
"giftxqe5ldde","1959"," I'll Sail My Ship Alone","Pop Singles","93"
"giftxqe5ldde","1961"," What'd I Say","Black Singles","26"
"giftxqe5ldde","1961"," What'd I Say","Country Singles","27"
"giftxqe5ldde","1961"," What'd I Say","Pop Singles","30"
"giftxqe5ldde","1962"," Sweet Little Sixteen","Pop Singles","95"
"giftxqe5ldde","1964"," High Heel Sneakers","Pop Singles","91"
"giftxqe5ldde","1964"," I'm On Fire","Pop Singles","98"
"giftxqe5ldde","1964"," Pen And Paper","Country Singles","36"
"giftxqe5ldde","1968"," Another Place, Another Time","Country Singles","4"
"giftxqe5ldde","1968"," Another Place, Another Time","Pop Singles","97"
"giftxqe5ldde","1968"," She Still Comes Around (To Love What's Left Of Me)","Country Singles","2"
"giftxqe5ldde","1968"," What's Made Milwaukee Famous (Has Made A Loser Out Of Me)","Country Singles","2"
"giftxqe5ldde","1968"," What's Made Milwaukee Famous (Has Made A Loser Out Of Me)","Pop Singles","94"
"giftxqe5ldde","1969"," Don't Let Me Cross Over","Country Singles","9"
"giftxqe5ldde","1969"," Invitation To Your Party","Country Singles","6"
"giftxqe5ldde","1969"," One Has My Name (The Other Has My Heart)","Country Singles","3"
"giftxqe5ldde","1969"," She Even Woke Me Up To Say Goodbye","Country Singles","2"
"giftxqe5ldde","1969"," To Make Love Sweeter For You","Country Singles","1"
"giftxqe5ldde","1970"," I Can't Seem To Say Goodbye","Country Singles","7"
"giftxqe5ldde","1970"," Once More With Feeling","Country Singles","2"
"giftxqe5ldde","1970"," One Minute Past Eternity","Country Singles","2"
"giftxqe5ldde","1970"," Roll Over Beethoven","Country Singles","71"
"giftxqe5ldde","1970"," There Must Be More To Love Than This","Country Singles","1"
"giftxqe5ldde","1971"," In Loving Memories","Country Singles","48"
"giftxqe5ldde","1971"," Love On Broadway","Country Singles","31"
"giftxqe5ldde","1971"," Touching Home","Country Singles","3"
"giftxqe5ldde","1971"," Waiting For A Train (All Around The Watertank)","Country Singles","11"
"giftxqe5ldde","1971"," When He Walks On You (Like You Have Walked On Me)","Country Singles","11"
"giftxqe5ldde","1972"," Chantilly Lace","Country Singles","1"
"giftxqe5ldde","1972"," Chantilly Lace","Pop Singles","43"
"giftxqe5ldde","1972"," Lonely Weekends","Country Singles","11"
"giftxqe5ldde","1972"," Me And Bobby McGee","Country Singles","1"
"giftxqe5ldde","1972"," Me And Bobby McGee","Pop Singles","40"
"giftxqe5ldde","1972"," Think About It Darlin'","Country Singles","1"
"giftxqe5ldde","1972"," Turn On Your Love Light","Pop Singles","95"
"giftxqe5ldde","1972"," Who's Gonna Play This Old Piano","Country Singles","14"
"giftxqe5ldde","1972"," Would You Take Another Chance On Me","Country Singles","1"
"giftxqe5ldde","1973"," Drinking Wine Spo-Dee O'Dee","Country Singles","20"
"giftxqe5ldde","1973"," Drinking Wine Spo-Dee O'Dee","Pop Singles","41"
"giftxqe5ldde","1973"," No Headstone On My Grave","Country Singles","60"
"giftxqe5ldde","1973"," No More Hanging On","Country Singles","19"
"giftxqe5ldde","1973"," Sometimes A Memory Ain't Enough","Country Singles","6"
"giftxqe5ldde","1974"," He Can't Fill My Shoes","Country Singles","8"
"giftxqe5ldde","1974"," I'm Left, You're Right, She's Gone","Country Singles","21"
"giftxqe5ldde","1974"," Tell Tale Signs","Country Singles","18"
"giftxqe5ldde","1975"," Boogie Woogie Country Man","Country Singles","24"
"giftxqe5ldde","1975"," I Can Still Hear The Music In The Restroom","Country Singles","13"
"giftxqe5ldde","1975","A Damn Good Country Song","Country Singles","68"
"giftxqe5ldde","1976"," Don't Boogie Woogie","Country Singles","58"
"giftxqe5ldde","1976"," Let's Put It Back Together Again","Country Singles","6"
"giftxqe5ldde","1977","The Closest Thing To You","Country Singles","27"
"giftxqe5ldde","1978"," Come On In","Country Singles","10"
"giftxqe5ldde","1978"," I'll Find It Where I Can","Country Singles","10"
"giftxqe5ldde","1978"," Middle Age Crazy","Country Singles","4"
"giftxqe5ldde","1979"," Cold, Cold Heart","Country Singles","84"
"giftxqe5ldde","1979"," Rockin' My Life Away","Country Singles","18"
"giftxqe5ldde","1979"," Save The Last Dance For Me","Country Singles","26"
"giftxqe5ldde","1979"," Who Will The Next Fool Be","Country Singles","20"
"giftxqe5ldde","1980"," Honky Tonk Stuff","Country Singles","28"
"giftxqe5ldde","1980"," Over The Rainbow","Country Singles","10"
"giftxqe5ldde","1980"," When Two Worlds Collide","Country Singles","11"
"giftxqe5ldde","1981"," Thirty Nine And Holding","Country Singles","4"
"giftxqe5ldde","1982"," I'd Do It All Again","Country Singles","52"
"giftxqe5ldde","1982"," I'm So Lonesome I Could Cry","Country Singles","43"
"giftxqe5ldde","1983"," Come As You Were","Country Singles","66"
"giftxqe5ldde","1983"," My Fingers Do The Talkin'","Country Singles","44"
"giftxqe5ldde","1983"," Why You Been Gone So Long","Country Singles","69"
"giftxqe5ldhe","1972"," Take It Easy","Pop Singles","12"
"giftxqe5ldhe","1972"," Witchy Woman","Pop Singles","9"
"giftxqe5ldhe","1973"," Outlaw Man","Pop Singles","59"
"giftxqe5ldhe","1973"," Peaceful Easy Feeling","Pop Singles","22"
"giftxqe5ldhe","1973"," Tequila Sunrise","Pop Singles","64"
"giftxqe5ldhe","1974"," Already Gone","Pop Singles","32"
"giftxqe5ldhe","1974"," James Dean","Pop Singles","77"
"giftxqe5ldhe","1975"," Best Of My Love","Pop Singles","1"
"giftxqe5ldhe","1975"," Lyin' Eyes","Adult Contemporary","3"
"giftxqe5ldhe","1975"," Lyin' Eyes","Country Singles","8"
"giftxqe5ldhe","1975"," Lyin' Eyes","Pop Singles","2"
"giftxqe5ldhe","1975"," One Of These Nights","Pop Singles","1"
"giftxqe5ldhe","1975","The Best of My Love","Adult Contemporary","1"
"giftxqe5ldhe","1976"," Take It to the Limit","Adult Contemporary","4"
"giftxqe5ldhe","1976"," Take It To The Limit","Pop Singles","4"
"giftxqe5ldhe","1977"," Hotel California","Pop Singles","1"
"giftxqe5ldhe","1977"," Life In The Fast Lane","Pop Singles","11"
"giftxqe5ldhe","1977"," New Kid in Town","Adult Contemporary","2"
"giftxqe5ldhe","1977"," New Kid In Town","Country Singles","43"
"giftxqe5ldhe","1977"," New Kid In Town","Pop Singles","1"
"giftxqe5ldhe","1979"," Heartache Tonight","Pop Singles","1"
"giftxqe5ldhe","1979"," Please Come Home For Christmas","Pop Singles","18"
"giftxqe5ldhe","1980"," I Can't Tell You Why","Adult Contemporary","3"
"giftxqe5ldhe","1980"," I Can't Tell You Why","Pop Singles","8"
"giftxqe5ldhe","1980","The Long Run","Pop Singles","8"
"giftxqe5ldhe","1981"," Seven Bridges Road","Country Singles","55"
"giftxqe5ldhe","1981"," Seven Bridges Road","Pop Singles","21"
"giftxqe5ldhe","1994"," Get Over It","Adult Contemporary","21"
"giftxqe5ldhe","1994"," Get Over It","Mainstream Rock Tracks","4"
"giftxqe5ldhe","1994"," Get Over It","The Billboard Hot 100","31"
"giftxqe5ldhe","1994"," Get Over It","Top 40 Mainstream","26"
"giftxqe5ldhe","1994"," Love Will Keep Us Alive","Adult Contemporary","1"
"giftxqe5ldhe","1994","The Girl from Yesterday","Hot Country Singles & Tracks","58"
"giftxqe5ldhe","1995"," Learn to Be Still","Adult Contemporary","15"
"giftxqe5ldhe","1995"," Learn to Be Still","Mainstream Rock Tracks","33"
"giftxqe5ldhe","1995"," Love Will Keep Us Alive","Adult Top 40","37"
"giftxqe5ldhe","1995"," Love Will Keep Us Alive","Top 40 Mainstream","27"
"giftxqe5ldhe","1996"," Please Come Home for Christmas [The Millennium Concert]","Adult Top 40","31"
"giftxqe5ldhe","1996"," Please Come Home For Christmas","Adult Contemporary","15"
"giftxqe5ldhe","1996"," Please Come Home For Christmas","Adult Contemporary","15"
"giftxqe5ldhe","2003"," Hole in the World","Adult Contemporary","5"
"giftxqe5ldhe","2003"," Hole in the World","Adult Top 40","38"
"giftxqe5ldhe","2003"," Hole in the World","Canadian Singles Chart","11"
"giftxqe5ldhe","2003"," Hole in the World","The Billboard Hot 100","69"
"giftxqe5ldhe","2005"," No More Cloudy Days","Adult Contemporary","3"
"giftxqe5ldhe","2005"," Please Come Home For Christmas","Hot Digital Songs","74"
"giftxqe5ldhe","2007"," How Long","Hot Adult Contemporary Tracks","7"
"giftxqe5ldhe","2007"," How Long","Hot Country Singles & Tracks","23"
"giftxqe5ldhe","2008"," Busy Being Fabulous","Hot Adult Contemporary Tracks","13"
"giftxqe5ldhe","2008"," Busy Being Fabulous","Hot Country Singles & Tracks","28"
"giftxqr5ldae","1988"," Motorcrash","Modern Rock Tracks","10"
"giftxqr5ldae","1989"," Regina","Modern Rock Tracks","2"
"giftxqr5ldae","1992"," Hit","Modern Rock Tracks","1"
"giftxqr5ldae","1992"," Leash Called Love","Hot Dance Music/Club Play","1"
"giftxqr5ldae","1992"," Leash Called Love","Hot Dance Music/Maxi-Singles Sales","25"
"giftxqr5ldae","1992"," Walkabout","Modern Rock Tracks","16"
"giftxqr5ldfe","1970"," Johnny B. Goode","Pop Singles","92"
"giftxqr5ldfe","1971"," Jumpin' Jack Flash","Pop Singles","89"
"giftxqr5ldfe","1991"," Illustrated Man","Mainstream Rock Tracks","36"
"giftxqw5ldde","1972"," Changes","Pop Singles","66"
"giftxqw5ldde","1972"," Starman","Pop Singles","65"
"giftxqw5ldde","1972","The Jean Genie","Pop Singles","71"
"giftxqw5ldde","1973"," Space Oddity","Pop Singles","15"
"giftxqw5ldde","1974"," Rebel Rebel","Pop Singles","64"
"giftxqw5ldde","1975"," Changes","Pop Singles","41"
"giftxqw5ldde","1975"," Fame","Black Singles","21"
"giftxqw5ldde","1975"," Fame","Club Play Singles","2"
"giftxqw5ldde","1975"," Fame","Pop Singles","1"
"giftxqw5ldde","1975"," Young Americans","Pop Singles","28"
"giftxqw5ldde","1976"," Golden Years","Pop Singles","10"
"giftxqw5ldde","1976"," Stay/Golden Years","Club Play Singles","9"
"giftxqw5ldde","1976"," TVC 15","Pop Singles","64"
"giftxqw5ldde","1977"," Sound And Vision","Pop Singles","69"
"giftxqw5ldde","1980"," Ashes To Ashes/Fashion","Club Play Singles","21"
"giftxqw5ldde","1981"," Fashion","Pop Singles","70"
"giftxqw5ldde","1981"," Under Pressure","Mainstream Rock","7"
"giftxqw5ldde","1982"," Cat People (Putting Out Fire)","Club Play Singles","14"
"giftxqw5ldde","1982"," Cat People (Putting Out Fire)","Mainstream Rock","9"
"giftxqw5ldde","1982"," Cat People (Putting Out Fire)","Pop Singles","67"
"giftxqw5ldde","1982"," Under Pressure","Pop Singles","29"
"giftxqw5ldde","1983"," Cat People (Putting Out Fire)","Mainstream Rock","11"
"giftxqw5ldde","1983"," China Girl/Shake It","Club Play Singles","51"
"giftxqw5ldde","1983"," China Girl","Mainstream Rock","3"
"giftxqw5ldde","1983"," China Girl","Pop Singles","10"
"giftxqw5ldde","1983"," Criminal World","Mainstream Rock","31"
"giftxqw5ldde","1983"," Let's Dance","Black Singles","14"
"giftxqw5ldde","1983"," Let's Dance","Club Play Singles","1"
"giftxqw5ldde","1983"," Let's Dance","Mainstream Rock","8"
"giftxqw5ldde","1983"," Let's Dance","Pop Singles","1"
"giftxqw5ldde","1983"," Modern Love","Mainstream Rock","6"
"giftxqw5ldde","1983"," Modern Love","Pop Singles","14"
"giftxqw5ldde","1983"," Modern Love","The Billboard Hot 100","14"
"giftxqw5ldde","1984"," Blue Jean","Hot Dance Music/Club Play","2"
"giftxqw5ldde","1984"," Blue Jean","Mainstream Rock Tracks","2"
"giftxqw5ldde","1984"," Blue Jean","The Billboard Hot 100","8"
"giftxqw5ldde","1984"," Neighborhood Threat","Mainstream Rock Tracks","40"
"giftxqw5ldde","1984"," Tonight","Mainstream Rock Tracks","32"
"giftxqw5ldde","1984"," Tonight","The Billboard Hot 100","53"
"giftxqw5ldde","1984"," Without You","The Billboard Hot 100","73"
"giftxqw5ldde","1985"," This Is Not America [*]","Hot Dance Music/Maxi-Singles Sales","42"
"giftxqw5ldde","1985"," This Is Not America [*]","Mainstream Rock Tracks","7"
"giftxqw5ldde","1985"," This Is Not America [*]","The Billboard Hot 100","32"
"giftxqw5ldde","1985"," Tonight","Hot Dance Music/Club Play","28"
"giftxqw5ldde","1986"," Absolute Beginners","Hot Dance Music/Maxi-Singles Sales","50"
"giftxqw5ldde","1986"," Absolute Beginners","Mainstream Rock Tracks","9"
"giftxqw5ldde","1986"," Absolute Beginners","The Billboard Hot 100","53"
"giftxqw5ldde","1986"," Underground","Hot Dance Music/Club Play","22"
"giftxqw5ldde","1986"," Underground","Mainstream Rock Tracks","18"
"giftxqw5ldde","1987"," Bang Bang","Mainstream Rock Tracks","38"
"giftxqw5ldde","1987"," Day-In Day-Out","Hot Dance Music/Club Play","10"
"giftxqw5ldde","1987"," Day-In Day-Out","Hot Dance Music/Maxi-Singles Sales","38"
"giftxqw5ldde","1987"," Day-In Day-Out","Mainstream Rock Tracks","3"
"giftxqw5ldde","1987"," Day-In Day-Out","The Billboard Hot 100","21"
"giftxqw5ldde","1987"," Never Let Me Down","Hot Dance Music/Club Play","17"
"giftxqw5ldde","1987"," Never Let Me Down","Mainstream Rock Tracks","15"
"giftxqw5ldde","1987"," Never Let Me Down","The Billboard Hot 100","27"
"giftxqw5ldde","1987"," Time Will Crawl","Mainstream Rock Tracks","7"
"giftxqw5ldde","1990"," Fame '90","Hot Dance Music/Club Play","6"
"giftxqw5ldde","1990"," Fame '90","Hot Dance Music/Maxi-Singles Sales","14"
"giftxqw5ldde","1990"," Fame 90","Hot Rap Singles","12"
"giftxqw5ldde","1992"," Real Cool World","Hot Dance Music/Club Play","9"
"giftxqw5ldde","1992"," Real Cool World","Hot Dance Music/Maxi-Singles Sales","20"
"giftxqw5ldde","1992"," Real Cool World","Modern Rock Tracks","11"
"giftxqw5ldde","1993"," Jump They Say","Hot Dance Music/Club Play","6"
"giftxqw5ldde","1993"," Jump They Say","Hot Dance Music/Maxi-Singles Sales","9"
"giftxqw5ldde","1993"," Jump They Say","Modern Rock Tracks","4"
"giftxqw5ldde","1995","The Heart's Filthy Lesson","Modern Rock Tracks","20"
"giftxqw5ldde","1995","The Heart's Filthy Lesson","The Billboard Hot 100","92"
"giftxqw5ldde","1996"," Hallo Spaceboy","Hot Dance Music/Club Play","40"
"giftxqw5ldde","1997"," I'm Afraid of Americans","Canadian Singles Chart","14"
"giftxqw5ldde","1997"," I'm Afraid of Americans","Modern Rock Tracks","29"
"giftxqw5ldde","1997"," I'm Afraid of Americans","The Billboard Hot 100","66"
"giftxqw5ldde","1998"," I'm Afraid of Americans","Hot Dance Music/Maxi-Singles Sales","24"
"giftxqw5ldde","1998"," Peace on Earth/Little Drummer Boy","Canadian Singles Chart","3"
"giftxqw5ldde","1999"," Peace on Earth/Little Drummer Boy","Canadian Singles Chart","2"
"giftxqw5ldde","1999"," Peace on Earth/Little Drummer Boy","Canadian Singles Chart","3"
"giftxqw5ldde","1999"," Peace on Earth/Little Drummer Boy","Canadian Singles Chart","4"
"giftxqw5ldde","2002"," I've Been Waiting for You","Canadian Singles Chart","11"
"giftxqw5ldde","2003"," Everyone Says 'Hi'","Hot Dance Music/Club Play","42"
"gifuxqe5ldje","1970"," Oh Well - Pt. I","Pop Singles","55"
"gifuxqe5ldje","1976"," Over My Head","Pop Singles","20"
"gifuxqe5ldje","1976"," Rhiannon (Will You Ever Win)","Pop Singles","11"
"gifuxqe5ldje","1976"," Say You Love Me","Pop Singles","11"
"gifuxqe5ldje","1977"," Don't Stop","Pop Singles","3"
"gifuxqe5ldje","1977"," Dreams","Pop Singles","1"
"gifuxqe5ldje","1977"," Go Your Own Way","Pop Singles","10"
"gifuxqe5ldje","1977"," You Make Loving Fun","Pop Singles","9"
"gifuxqe5ldje","1979"," Tusk","Pop Singles","8"
"gifuxqe5ldje","1980"," Sara","Pop Singles","7"
"gifuxqe5ldje","1980"," Sisters Of The Moon","Pop Singles","86"
"gifuxqe5ldje","1980"," Think About Me","Pop Singles","20"
"gifuxqe5ldje","1981"," Fireflies","Mainstream Rock","59"
"gifuxqe5ldje","1981"," Fireflies","Pop Singles","60"
"gifuxqe5ldje","1982"," Gypsy","Adult Contemporary","9"
"gifuxqe5ldje","1982"," Gypsy","Mainstream Rock","4"
"gifuxqe5ldje","1982"," Gypsy","Pop Singles","12"
"gifuxqe5ldje","1982"," Hold Me","Adult Contemporary","7"
"gifuxqe5ldje","1982"," Hold Me","Mainstream Rock","3"
"gifuxqe5ldje","1982"," Hold Me","Pop Singles","4"
"gifuxqe5ldje","1982"," Straight Back","Mainstream Rock","36"
"gifuxqe5ldje","1983"," Love in Store","Adult Contemporary","11"
"gifuxqe5ldje","1983"," Love In Store","Pop Singles","22"
"gifuxqe5ldje","1983"," Oh Diane","Adult Contemporary","35"
"gifuxqe5ldje","1987"," Big Love","Adult Contemporary","23"
"gifuxqe5ldje","1987"," Big Love","Hot Dance Music/Club Play","7"
"gifuxqe5ldje","1987"," Big Love","Hot Dance Music/Maxi-Singles Sales","11"
"gifuxqe5ldje","1987"," Big Love","Mainstream Rock Tracks","2"
"gifuxqe5ldje","1987"," Big Love","The Billboard Hot 100","5"
"gifuxqe5ldje","1987"," Everywhere","Adult Contemporary","1"
"gifuxqe5ldje","1987"," Everywhere","Mainstream Rock Tracks","22"
"gifuxqe5ldje","1987"," Everywhere","The Billboard Hot 100","14"
"gifuxqe5ldje","1987"," Isn't It Midnight","Mainstream Rock Tracks","14"
"gifuxqe5ldje","1987"," Little Lies","Adult Contemporary","1"
"gifuxqe5ldje","1987"," Little Lies","Mainstream Rock Tracks","14"
"gifuxqe5ldje","1987"," Little Lies","The Billboard Hot 100","4"
"gifuxqe5ldje","1987"," Seven Wonders","Adult Contemporary","13"
"gifuxqe5ldje","1987"," Seven Wonders","Mainstream Rock Tracks","2"
"gifuxqe5ldje","1987"," Seven Wonders","The Billboard Hot 100","19"
"gifuxqe5ldje","1987"," Tango in the Night","Mainstream Rock Tracks","28"
"gifuxqe5ldje","1988"," As Long as You Follow","Adult Contemporary","1"
"gifuxqe5ldje","1988"," As Long as You Follow","Mainstream Rock Tracks","15"
"gifuxqe5ldje","1988"," As Long as You Follow","The Billboard Hot 100","43"
"gifuxqe5ldje","1988"," Family Man","The Billboard Hot 100","93"
"gifuxqe5ldje","1989"," No Questions Asked","Mainstream Rock Tracks","37"
"gifuxqe5ldje","1990"," Love Is Dangerous","Mainstream Rock Tracks","7"
"gifuxqe5ldje","1990"," Save Me","Adult Contemporary","6"
"gifuxqe5ldje","1990"," Save Me","Mainstream Rock Tracks","3"
"gifuxqe5ldje","1990"," Save Me","The Billboard Hot 100","33"
"gifuxqe5ldje","1990"," Skies the Limit","Adult Contemporary","10"
"gifuxqe5ldje","1990"," Skies the Limit","Mainstream Rock Tracks","40"
"gifuxqe5ldje","1992"," Paper Doll","Mainstream Rock Tracks","26"
"gifuxqe5ldje","1997","The Chain","Mainstream Rock Tracks","30"
"gifuxqe5ldje","1998"," Landslide","Adult Contemporary","10"
"gifuxqe5ldje","1998"," Landslide","Adult Top 40","26"
"gifuxqe5ldje","1998"," Landslide","The Billboard Hot 100","51"
"gifuxqe5ldje","2003"," Peacekeeper","Adult Contemporary","10"
"gifuxqe5ldje","2003"," Peacekeeper","Adult Top 40","16"
"gifuxqe5ldje","2003"," Peacekeeper","The Billboard Hot 100","80"
"gifuxqe5ldje","2003"," Say You Will","Adult Contemporary","17"
"gifuxqe5ldje","2003"," Say You Will","Adult Top 40","21"
"gifwxqe5ldje","1990"," Epic","Mainstream Rock Tracks","25"
"gifwxqe5ldje","1990"," Epic","The Billboard Hot 100","9"
"gifwxqe5ldje","1990"," Falling to Pieces","Mainstream Rock Tracks","40"
"gifwxqe5ldje","1990"," Falling to Pieces","The Billboard Hot 100","92"
"gifwxqe5ldje","1992"," Midlife Crisis","Mainstream Rock Tracks","32"
"gifwxqe5ldje","1992"," Midlife Crisis","Modern Rock Tracks","1"
"gifwxqe5ldje","1992","A Small Victory","Modern Rock Tracks","11"
"gifwxqe5ldje","1993"," Easy","The Billboard Hot 100","58"
"gifwxqe5ldje","1997"," Ashes to Ashes","Mainstream Rock Tracks","23"
"gifwxqe5ldje","1997"," Last Cup of Sorrow","Mainstream Rock Tracks","14"
"gifwxqr5ld6e","1971"," Banks Of The Ohio","Pop Singles","94"
"gifwxqr5ld6e","1971"," If Not for You","Adult Contemporary","1"
"gifwxqr5ld6e","1971"," If Not For You","Pop Singles","25"
"gifwxqr5ld6e","1973"," Let Me Be There","Adult Contemporary","3"
"gifwxqr5ld6e","1973"," Let Me Be There","Country Singles","7"
"gifwxqr5ld6e","1974"," I Honestly Love You","Country Singles","6"
"gifwxqr5ld6e","1974"," I Honestly Love You","Pop Singles","1"
"gifwxqr5ld6e","1974"," If You Love Me (Let Me Know)","Adult Contemporary","2"
"gifwxqr5ld6e","1974"," If You Love Me (Let Me Know)","Country Singles","2"
"gifwxqr5ld6e","1974"," If You Love Me (Let Me Know)","Pop Singles","5"
"gifwxqr5ld6e","1974"," Let Me Be There","Pop Singles","6"
"gifwxqr5ld6e","1975"," Have You Never Been Mellow","Adult Contemporary","1"
"gifwxqr5ld6e","1975"," Have You Never Been Mellow","Country Singles","3"
"gifwxqr5ld6e","1975"," Have You Never Been Mellow","Pop Singles","1"
"gifwxqr5ld6e","1975"," Please Mr. Please","Adult Contemporary","1"
"gifwxqr5ld6e","1975"," Please Mr. Please","Country Singles","5"
"gifwxqr5ld6e","1975"," Please Mr. Please","Pop Singles","3"
"gifwxqr5ld6e","1975"," Something Better to Do","Adult Contemporary","1"
"gifwxqr5ld6e","1975"," Something Better To Do","Country Singles","19"
"gifwxqr5ld6e","1975"," Something Better To Do","Pop Singles","13"
"gifwxqr5ld6e","1976"," Come on Over","Adult Contemporary","1"
"gifwxqr5ld6e","1976"," Come On Over","Country Singles","5"
"gifwxqr5ld6e","1976"," Come On Over","Pop Singles","23"
"gifwxqr5ld6e","1976"," Don't Stop Believin'","Adult Contemporary","1"
"gifwxqr5ld6e","1976"," Don't Stop Believin'","Country Singles","14"
"gifwxqr5ld6e","1976"," Don't Stop Believin'","Pop Singles","33"
"gifwxqr5ld6e","1976"," Every Face Tells a Story","Adult Contemporary","6"
"gifwxqr5ld6e","1976"," Every Face Tells A Story","Country Singles","21"
"gifwxqr5ld6e","1976"," Every Face Tells A Story","Pop Singles","55"
"gifwxqr5ld6e","1976"," He Ain't Heavy...He's My Brother","Adult Contemporary","1"
"gifwxqr5ld6e","1976"," He Ain't Heavy...He's My Brother","Pop Singles","30"
"gifwxqr5ld6e","1976"," Let It Shine","Adult Contemporary","1"
"gifwxqr5ld6e","1976"," Let It Shine","Country Singles","5"
"gifwxqr5ld6e","1976"," Let It Shine","Pop Singles","30"
"gifwxqr5ld6e","1977"," I Honestly Love You","Pop Singles","48"
"gifwxqr5ld6e","1977"," Making A Good Thing Better","Pop Singles","87"
"gifwxqr5ld6e","1977"," Sam","Adult Contemporary","1"
"gifwxqr5ld6e","1977"," Sam","Country Singles","40"
"gifwxqr5ld6e","1977"," Sam","Pop Singles","20"
"gifwxqr5ld6e","1978"," Hopelessly Devoted to You","Adult Contemporary","7"
"gifwxqr5ld6e","1978"," Hopelessly Devoted To You","Country Singles","20"
"gifwxqr5ld6e","1978"," Hopelessly Devoted To You","Pop Singles","3"
"gifwxqr5ld6e","1978"," Summer Nights","Pop Singles","5"
"gifwxqr5ld6e","1978"," You're The One That I Want","Pop Singles","1"
"gifwxqr5ld6e","1979"," Dancin' 'Round And 'Round","Country Singles","29"
"gifwxqr5ld6e","1979"," Dancin' 'Round And 'Round","Pop Singles","82"
"gifwxqr5ld6e","1979"," Deeper Than the Night","Adult Contemporary","4"
"gifwxqr5ld6e","1979"," Deeper Than The Night","Country Singles","87"
"gifwxqr5ld6e","1979"," Deeper Than The Night","Pop Singles","11"
"gifwxqr5ld6e","1979"," Little More Love","Adult Contemporary","4"
"gifwxqr5ld6e","1979"," Totally Hot","Pop Singles","52"
"gifwxqr5ld6e","1979","A Little More Love","Country Singles","94"
"gifwxqr5ld6e","1979","A Little More Love","Pop Singles","3"
"gifwxqr5ld6e","1980"," I Can't Help It","Adult Contemporary","8"
"gifwxqr5ld6e","1980"," I Can't Help It","Pop Singles","12"
"gifwxqr5ld6e","1980"," Magic","Adult Contemporary","1"
"gifwxqr5ld6e","1980"," Magic","Pop Singles","1"
"gifwxqr5ld6e","1980"," Suddenly","Adult Contemporary","4"
"gifwxqr5ld6e","1980"," Xanadu","Adult Contemporary","2"
"gifwxqr5ld6e","1980"," Xanadu","Pop Singles","8"
"gifwxqr5ld6e","1981"," Physical","Pop Singles","1"
"gifwxqr5ld6e","1981"," Suddenly","Pop Singles","20"
"gifwxqr5ld6e","1982"," Heart Attack","Pop Singles","3"
"gifwxqr5ld6e","1982"," Landslide","Pop Singles","52"
"gifwxqr5ld6e","1982"," Make a Move on Me","Adult Contemporary","6"
"gifwxqr5ld6e","1982"," Make A Move On Me","Pop Singles","5"
"gifwxqr5ld6e","1982"," Physical","Black Singles","28"
"gifwxqr5ld6e","1982"," Physical","Club Play Singles","22"
"gifwxqr5ld6e","1983"," Tied Up","Pop Singles","38"
"gifwxqr5ld6e","1983"," Twist of Fate","The Billboard Hot 100","5"
"gifwxqr5ld6e","1984"," Livin' in Desperate Times","The Billboard Hot 100","31"
"gifwxqr5ld6e","1985"," Soul Kiss","Adult Contemporary","20"
"gifwxqr5ld6e","1985"," Soul Kiss","Hot Dance Music/Maxi-Singles Sales","28"
"gifwxqr5ld6e","1985"," Soul Kiss","The Billboard Hot 100","20"
"gifwxqr5ld6e","1988","The Rumour","Hot Dance Music/Club Play","17"
"gifwxqr5ld6e","1988","The Rumour","Hot Dance Music/Maxi-Singles Sales","42"
"gifwxqr5ld6e","1988","The Rumour","The Billboard Hot 100","62"
"gifwxqr5ld6e","1992"," Deeper Than A River","Adult Contemporary","20"
"gifwxqr5ld6e","1992"," I Need Love","Hot Dance Music/Club Play","44"
"gifwxqr5ld6e","1992"," I Need Love","Hot Dance Music/Maxi-Singles Sales","28"
"gifwxqr5ld6e","1992"," I Need Love","The Billboard Hot 100","96"
"gifwxqr5ld6e","1998"," I Honestly Love You","Adult Contemporary","1"
"gifwxqr5ld6e","1998"," I Honestly Love You","Adult Contemporary","18"
"gifwxqr5ld6e","1998"," I Honestly Love You","Adult Contemporary","49"
"gifwxqr5ld6e","1998"," I Honestly Love You","The Billboard Hot 100","67"
"gifwxqr5ldde","1981"," I Will Follow","Mainstream Rock","20"
"gifwxqr5ldde","1983"," New Year's Day","Mainstream Rock","2"
"gifwxqr5ldde","1983"," New Year's Day","Pop Singles","53"
"gifwxqr5ldde","1983"," Sunday Bloody Sunday","Mainstream Rock","7"
"gifwxqr5ldde","1983"," Surrender","Mainstream Rock","27"
"gifwxqr5ldde","1983"," Two Hearts Beat As One","Mainstream Rock","12"
"gifwxqr5ldde","1984"," I Will Follow","The Billboard Hot 100","81"
"gifwxqr5ldde","1984"," Pride (In the Name of Love)","Mainstream Rock Tracks","2"
"gifwxqr5ldde","1984"," Pride (In the Name of Love)","The Billboard Hot 100","33"
"gifwxqr5ldde","1984"," Wire","Mainstream Rock Tracks","31"
"gifwxqr5ldde","1985"," Bad","Mainstream Rock Tracks","19"
